관리기관명,경로당명,소재지,연락처,위도,경도
동래구,금송경로당,부산광역시 동래구 아시아드대로219번길 55-10 (온천동),051-505-9211,35.204605,129.063774
동래구,사직1동할아버지경로당,부산광역시 동래구 석사로18번길 27-7,051-502-1987,35.19811764,129.0629995
동래구,사직1동할머니경로당,부산광역시 동래구 석사로18번길 27-7,051-502-5886,35.19811764,129.0629995
동래구,석사할아버지경로당,부산광역시 동래구 사직북로48번길 36-3(사직동),051-505-8755,35.2005849,129.0584898
동래구,석사할머니경로당,부산광역시 동래구 사직북로48번길 36-3(사직동),051-501-8532,35.2005849,129.058489
동래구,사직자이경로당,"부산광역시 동래구 사직로 36(사직동, 사직자이)",051-501-5432,35.1965144,129.059537
동래구,사직2동경로당,부산광역시 동래구 사직북로47번길 27(사직동),,35.1983975,129.0573314
동래구,동일경로당,"부산광역시 동래구 쇠미로 91(사직동,동일파크맨션)",051-501-4188,35.2014526,129.0561796
동래구,로얄경로당,"부산광역시 동래구 쇠미로 109(사직동, 로얄아파트)",051-503-6716,35.2025064,129.0556332
동래구,삼정그린코아1차경로당,부산광역시 동래구 쇠미로 37(사직동),051-501-5664,35.1980301,129.0502591
동래구,사직한신경로당,"부산광역시 동래구 쇠미로81번길 33(사직동,한신아파트)",051-504-0516,35.2014527,129.050982
동래구,사직쌍용예가노인정,부산광역시 동래구 사직로 80(사직동),051-944-6072,35.1966214,129.0533497
동래구,사직2차삼정그린코아경로당,"부산광역시 동래구 쇠미로81번길 22(사직동,사직2차삼정그린코아아파트)",051-506-8038,35.2021218,129.0527125
동래구,유원경로당,"부산광역시 동래구 쇠미로119번길 85(사직동, 유원아파트)",051-505-8534,35.2036724,129.0562635
동래구,사직삼환나우빌경로당,"부산광역시 동래구 쇠미로 72(사직동,사직삼환나우빌)",070-7163-9360,35.1996529,129.0553513
동래구,사직2차쌍용예가경로당,"부산광역시 동래구 미로 40번길 55, 경로당(사직동, 사직2차 쌍용예가)",051-507-2112,35.1987814,129.0547552
동래구,쇠미경로당,부산광역시 동래구 쇠미로71번길 43-5 (사직동),,35.2000773,129.0525662
동래구,사직KCC스위첸경로당,"부산광역시 동래구 사직북로64(사직동, 사직KCC스위첸)",,35.2006558,129.055519
동래구,사직KCC스위첸1차경로당,"부산광역시 동래구 사직북로64(사직동, 사직KCC스위첸1차아파트)",,35.2006536,129.0566134
동래구,여고할아버지경로당,부산광역시 동래구 아시아드대로184번길 54(사직동),051-502-7091,35.19982,129.0666588
동래구,여고할머니경로당,부산광역시 동래구 아시아드대로184번길 54(사직동),051-501-4023,35.1990246,129.0656812
동래구,사직3동할아버지경로당,부산광역시 동래구 중앙대로1277번길 73-4(사직동),070-8107-0144,35.2002066,129.0733228
동래구,사직3동할머니경로당,부산광역시 동래구 중앙대로1277번길 73-4(사직동),051-507-7735,35.2002066,129.0733228
동래구,동원경로당,"부산광역시 동래구 여고북로 140(사직동,동원아파트)",051-504-2468,35.2011826,129.0723264
동래구,여명할아버지경로당,부산광역시 동래구 여고로91번길 31-3(사직동),051-505-0150,35.1980573,129.0723478
동래구,여명할머니경로당,부산광역시 동래구 여고로91번길 31-3(사직동),051-505-6606,35.1980573,129.0723478
동래구,사직롯데캐슬더클래식경로당,부산광역시 동래구 아시아드대로 146번길 1(사직동),051-507-8768,35.1977068,129.0636145
동래구,서원경로당,부산광역시 동래구 반송로229번길 10(안락동),051-522-7107,35.2026564,129.0965068
동래구,안락할아버지경로당,부산광역시 동래구 명안로39번길 38(안락동),051-529-9415,35.2005247,129.1004404
동래구,안락할머니경로당,부산광역시 동래구 명안로39번길 38(안락동),051-527-5278,35.2005247,129.1004404
동래구,자유연맹경로당,부산광역시 동래구 명안로39번길 50-2(안락동),051-527-5703,35.2006256,129.0998532
동래구,화목경로당,"부산광역시 동래구 충렬사로 39(안락동,화목아파트)",051-529-4007,35.2036354,129.094728
동래구,한솔경로당,"부산광역시 동래구 온천천로431번길 42(안락동,한성기린맨션)",051-529-1484,35.1935534,129.0978946
동래구,용산할머니경로당,부산광역시 동래구 충렬대로 309번길 20(안락동),051-553-5920,35.2001361,129.0913173
동래구,락천노인정,부산광역시 동래구 안연로 84(안락동),051-527-8662,35.1949975,129.0961832
동래구,안락성당노인정,부산광역시 동래구 명안로 9번길 36(안락동),051-529-3343,35.1976944,129.1001507
동래구,안나경로당,부산광역시 동래구 명안로9번길 36(안락동),051-526-4213,35.1976944,129.1001507
동래구,강변뜨란채아파트경로당,부산광역시 동래구 안남로 79(안락동),051-526-8428,35.1950071,129.0987979
동래구,용산경로당,부산광역시 동래구 동래로 215번길 7(안락동),051-555-0282,35.2017529,129.0914499
동래구,화현할아버지경로당,부산광역시 동래구 화현길 21-9(안락동),051-525-8417,35.1966362,129.1057806
동래구,화현할머니경로당,부산광역시 동래구 화현길 21-9(안락동),051-522-7257,35.1966362,129.1057806
동래구,안락호현할머니경로당,부산광역시 동래구 명안로10번길 101-5(안락동),051-528-9998,35.1972845,129.1076255
동래구,원리할아버지경로당,부산광역시 동래구 온천천로 549(안락동),051-522-9593,35.1967753,129.1003173
동래구,원리할머니경로당,부산광역시 동래구 온천천로 549(안락동),051-522-9593,35.1967753,129.1003173
동래구,안락SK아파트경로당,"부산광역시 동래구 충렬대로 487(안락동,안락1차SK아파트)",051-526-6691,35.1956367,129.1093102
동래구,SK아담경로당,"부산광역시 동래구 삼어로 12(안락동,SK쁘띠메종아파트)",051-528-2858,35.1986641,129.1110877
동래구,안락현대아파트경로당,"부산광역시 동래구 삼어로 9(안락동,현대아파트)",051-336-9277,35.2003086,129.1115562
동래구,동부산아이존빌아파트경로당,"부산광역시 동래구 충렬대로428번길 49(안락동,동부산아이존빌아파트)",051-526-0063,35.1938016,129.1024985
동래구,안락남흥아파트경로당,부산광역시 동래구 충렬대로428번가길 19(안락동),051-527-3941,35.1950824,129.1032988
동래구,안락뜨란채2단지경로당,"부산광역시 동래구 연안로 74(안락동,안락뜨란채2단지아파트)",051-956-7800,35.1930536,129.1073382
동래구,안락뜨란채1단지경로당,"부산광역시 동래구 연안로 71(안락동,안락뜨란채1단지아파트)",051-525-7820,35.1943867,129.1057827
동래구,안락휴먼시아경로당,"부산광역시 동래구 충렬대로 447번길 38(안락동, 부산안락4휴먼시아)",051-529-8778,35.19905,129.1075308
동래구,명안경로당,부산광역시 동래구 명안로26번길 105-5,,35.1992264,129.1087801
동래구,안락경동리인경로당,부산광역시 동래구 온천천로471번길 10,,35.1914487,129.103322
동래구,블루하이츠경로당,"부산광역시 동래구 연안로58번가길10, 103동 경로당(안락동, 센텀더블루하이츠)",,35.1923495,129.1112532
동래구,우성아파트경로당,"부산광역시 동래구 안락로101번길 35(명장동,명장우성타운)",051-528-5059,35.2008304,129.1047271
동래구,일양경로당,"부산광역시 동래구 명장로63번다길 6(명장동,명장일양타운)",051-525-2660,35.2079022,129.1044258
동래구,삼성타운경로당,부산광역시 동래구 명장로20번길 84(명장동),051-522-4390,35.2025333,129.0980308
동래구,명장할아버지경로당,부산광역시 동래구 명장로48번길 28(명장동),051-527-7921,35.2035758,129.103818
동래구,명장할머니경로당,부산광역시 동래구 명장로48번길 28(명장동),051-529-7881,35.2035758,129.103818
동래구,옥봉경로당,부산광역시 동래구 명장로63번길 124-16(명장동),,35.2096684,129.10291
동래구,영산무지개타운노인정,"부산광역시 동래구 충렬사로67번길 13(명장동,영산무지개타운)",051-529-9044,35.2049964,129.0965055
동래구,국제파크아파트노인정,부산광역시 동래구 충렬사로 81(명장동),051-529-1736,35.2057176,129.0978673
동래구,조양경로당,"부산광역시 동래구 반송로273번길 2(명장동,조양아파트)",051-527-5682,35.2052869,129.0988367
동래구,협진태양아파트경로당,부산광역시 동래구 반송로339번길 8(명장동),051-525-8977,35.209956,129.100825
동래구,아림파크경로당,부산광역시 동래구 반송로341번길 68-2(명장동),051-529-0033,35.2113522,129.0989482
동래구,경동타운경로당,"부산광역시 동래구 명서로 168(명장동,명장경동아파트)",051-531-1159,35.2079432,129.1002332
동래구,명장2동할아버지경로당,부산광역시 동래구 명서로105번길 74(명장동),051-521-0586,35.2110565,129.0994494
동래구,명장2동할머니경로당,부산광역시 동래구 명서로105번길 74(명장동),051-521-0587,35.2110565,129.0994494
동래구,동남타워노인정,"부산광역시 동래구 시실로 156(명장동,동남타워)",051-523-7373,35.2092737,129.0952278
동래구,세실경로당,부산광역시 동래구 시실로135번길 41-5(명장동),051-525-1496,35.210473,129.0959095
동래구,세실할머니경로당,부산광역시 동래구 시실로135번길 41-5(명장동),051-523-2112,35.210473,129.0959095
동래구,명장유림아파트경로당,"부산광역시 동래구 시실로 181(명장동,명장유림노르웨이숲아이비)",051-524-3337,35.2079423,129.0980052
동래구,동래동일스위트경로당,부산광역시 동래구 시실로 119,051-521-5301,35.1159355,129.1126168
남구,GS하이츠자이경로당,부산광역시 남구 신선로 566 (용호동),051-626-0871,35.1327668,129.108766
남구,LGMetroCity2단지아파트경로당,부산광역시 남구 분포로 113 (용호동),051-959-1800,35.1292113,129.1089075
남구,감만경로당,부산광역시 남구 우암로 40-1 (감만동),051-635-8190,35.1140809,129.0797845
남구,감만동일스위트경로당,부산광역시 남구 우암로104번길 29 (감만동),051-639-5557,35.1189375,129.0805969
남구,감만부녀경로당,부산광역시 남구 양지골로169번길 36-25 (감만동),051-644-0909,35.1164621,129.0823325
남구,감만새마을노인정,부산광역시 남구 홍곡로 75-14 (감만동),051-647-2972,35.1170334,129.0833537
남구,감만유창경로당,"부산광역시 남구 양지골로 134 (감만동, 유창그린2차아파트)",051-646-1472,35.1153401,129.0845647
남구,감만한마음경로당,부산광역시 남구 석포로64번길 29-7 (감만동),051-642-1219,35.1225409,129.0853971
남구,감만현대1차경로당,부산광역시 남구 우암로2번길 5 (감만동),051-635-2608,35.1118616,129.0809971
남구,감만현대2차노인정,부산광역시 남구 신선로 165 (감만동),051-636-8009,35.1116477,129.0799147
남구,감만현대3차경로당,부산광역시 남구 우암로2번길 30 (감만동),051-635-3828,35.1119304,129.0821716
남구,갓골경로당,부산광역시 남구 신선로 405 (용당동),051-627-3351,35.1214637,129.0957745
남구,강변부녀경로당,부산광역시 남구 우암로75번길 36-4 (감만동),051-632-5937,35.1175199,129.0771334
남구,경동아파트경로당,부산광역시 남구 황령대로319번길 26 (대연동),051-611-1991,35.1503653,129.0897314
남구,광원경로당,부산광역시 남구 고동골로97번길 67 (문현동),051-634-5474,35.1466083,129.0719853
남구,국제아파트경로당,부산광역시 남구 석포로 34 (감만동),051-642-5310,35.1222049,129.0832282
남구,나눔경로당,부산광역시 남구 유엔로120번가길 82 (대연동),051-908-4551,35.1281383,129.0836898
남구,노령경로당,부산광역시 남구 석포로20번길 13 (감만동),051-634-0384,35.1218382,129.0814032
남구,다목경로당,부산광역시 남구 진남로216번길 22-6 (문현동),051-636-1855,35.1450023,129.0749052
남구,대관경로당,부산광역시 남구 홍곡로320번길 141 (용당동),051-628-7208,35.124313,129.0924851
남구,대광타워경로당,부산광역시 남구 이기대공원로26번길 45-3 (용호동),051-626-6157,35.1223039,129.1134303
남구,대남경로당,부산광역시 남구 수영로168번길 35 (대연동),051-647-8367,35.1332789,129.0835836
남구,대도라이프타운경로당,부산광역시 남구 수영로39번가길 83 (문현동),051-636-8954,35.1387502,129.0741985
남구,대명경로당,부산광역시 남구 천제등로16번길 70-7 (대연동),051-635-3339,35.1336988,129.0825951
남구,대삼경로당,부산광역시 남구 용소로34번길 33-5 (대연동),,35.1340338,129.0970339
남구,대성경로당,부산광역시 남구 동제당로 75 (문현동),051-637-2994,35.1319353,129.0749602
남구,대승아파트경로당,"부산광역시 남구 유엔로 66, 101동 지하호 (우암동,101)",051-636-8446,35.1276896,129.0813458
남구,대연1동경로당,부산광역시 남구 유엔로 181 (대연동),051-626-2376,35.1303135,129.0938766
남구,대연SK뷰힐스아파트경로당,부산광역시 남구 수영로 261,,35.1356664,129.0935195
남구,대연극동아파트경로당,부산광역시 남구 진남로36번길 50 (대연동),051-622-7307,35.1402676,129.089782
남구,대연동남아파트경로당,부산광역시 남구 진남로36번길 101 (대연동),051-628-0759,35.1416531,129.0900704
남구,대연동원로얄듀크경로당,부산광역시 남구 못골로41번길 13 (대연동),051-646-5620,35.1365279,129.0839482
남구,대연롯데캐슬아파트경로당,부산광역시 남구 수영로325번길 61 (대연동),051-626-1259,35.141018,129.0993063
남구,대연삼성경로당,부산광역시 남구 신선로 490 (대연동),051-626-2874,35.1278945,129.1014958
남구,대연자이경로당,부산광역시 남구 유엔로 246 (대연동),,35.1303092,129.1008986
남구,대연파크푸르지오경로당,"부산광역시 남구 홍곡로 360 (대연동, 대연파크푸르지오)",051-627-8882,35.1259587,129.0907248
남구,대연동푸르지오,부산광역시 남구 수영로325번길 12,051-925-6802,35.139043,129.102003
남구,대연혁신지구경로당,부산광역시 남구 수영로 345 (대연동),051-627-2266,35.1400985,129.1033586
남구,대연화목경로당,부산광역시 남구 진남로96번길 63 (대연동),051-635-5434,35.1402703,129.0813424
남구,대우그린1차경로당,부산광역시 남구 황령대로319번가길 190-6 (대연동),051-627-6170,35.1506637,129.0863277
남구,대우그린2차노인정,부산광역시 남구 황령대로319번가길 189 (대연동),051-621-2910,35.1510251,129.0875386
남구,대우아파트경로당,부산광역시 남구 홍곡로 343 (대연동),051-625-8004,35.1228366,129.0867659
남구,대평경로당,부산광역시 남구 유엔평화로17번길 98-1 (대연동),,35.1333871,129.0952882
남구,더블유아파트경로당,"부산광역시 남구 분포로 145, 에이동 1층 (용호동, 더블유)",051-621-6277,35.1336985,129.1113227
남구,도시타워아파트경로당,부산광역시 남구 용호로232번길 31 (용호동),051-623-1388,35.1115954,129.1066576
남구,동민의집경로당,부산광역시 남구 자유평화로57번길 17-1 (문현동),051-642-3800,35.1420551,129.0633451
남구,동방파크맨션경로당,부산광역시 남구 용호로198번길 39 (용호동),051-628-7850,35.1149737,129.1059717
남구,동부(남)경로당,부산광역시 남구 수영로366번길 21 (대연동),051-624-7752,35.1388861,129.104157
남구,동부(여)경로당,부산광역시 남구 수영로366번길 21 (대연동),051-624-7752,35.1388861,129.104157
남구,동부타워경로당,부산광역시 남구 동명로 193 (용호동),051-628-2701,35.118228,129.1155589
남구,동심경로당,부산광역시 남구 지게골로 178 (문현동),051-636-9635,35.1329392,129.0740748
남구,동심부녀경로당,부산광역시 남구 지게골로 178 (문현동),051-634-5991,35.1329392,129.0740748
남구,동우경로당,부산광역시 남구 홍곡로22번길 35 (감만동),,35.1148147,129.0807771
남구,동원아파트경로당,부산광역시 남구 수영로267번길 20 (대연동),051-611-4912,35.1367943,129.0934038
남구,동일경로당,부산광역시 남구 고동골로69번가길 36 (문현동),051-644-3032,35.1449258,129.0690945
남구,동일아파트경로당,부산광역시 남구 동명로170번길 93 (용호동),051-628-6799,35.1147445,129.1131769
남구,동천경로당,부산광역시 남구 자유평화로59번길 15-1,051-644-6042,35.1421337,129.0640254
남구,동친경로당,부산광역시 남구 석포로26번길 62-2 (감만동),051-644-0349,35.1205124,129.0835985
남구,동항부녀경로당,부산광역시 남구 우암로39번길 2 (감만동),051-636-4380,35.1141283,129.0791105
남구,롯데캐슬레전드제1경로당,부산광역시 남구 수영로 135 (대연동),051-647-8326,35.1347403,129.0793237
남구,롯데캐슬레전드제2경로당,부산광역시 남구 수영로 135 (대연동),051-647-8326,35.1347403,129.0793237
남구,마·중경로당,부산광역시 남구 진남로127번길 76-8 (대연동),,35.138315,129.0751957
남구,못골경로당,부산광역시 남구 대연동 1500번지 21호,051-625-6545,35.1423737,129.0864082
남구,문범경로당,부산광역시 남구 전포대로92번나길 11 (문현동),051-642-6904,35.1454572,129.068049
남구,문현경로당,부산광역시 남구 황령대로90번길 69 (문현동),051-645-2924,35.1472541,129.0690482
남구,문현1동경로당,부산광역시 남구 진남로220번가길 9-4 (문현동),051-644-9963,35.1457081,129.0766702
남구,문현4동경로당,부산광역시 남구 장고개로 79 (문현동),051-635-1686,35.1321621,129.0698927
남구,문현4동할머니경로당,부산광역시 남구 장고개로 79 (문현동),051-635-1686,35.1321621,129.0698927
남구,문현동태영데시앙아파트경로당,"부산광역시 남구 전포대로 38, 101동 (문현동,101)",051-632-7221,35.1407246,129.0676618
남구,문현삼성아파트경로당,부산광역시 남구 전포대로20번길 15 (문현동),051-645-8547,35.1384144,129.0690089
남구,문현시티프라자경로당,부산광역시 남구 수영로 26 (문현동),051-635-2469,35.136291,129.0704606
남구,문화경로당,부산광역시 남구 유엔평화로76번길 84 (대연동),051-624-1334,35.1256278,129.0937904
남구,미소경로당,부산광역시 남구 석포로73번길 76 (대연동),070-8993-1333,35.1275455,129.0873428
남구,미연경로당,부산광역시 남구 홍곡로320번길 141 (용당동),051-626-0943,35.1243163,129.0946564
남구,미주아파트경로당,부산광역시 남구 동명로92번길 91 (용호동),051-622-5593,35.1164566,129.1084356
남구,믿음경로당,부산광역시 남구 진남로210번길 51 (문현동),,35.1453873,129.0790892
남구,백운경로당,부산광역시 남구 용호로 201-1 (용호동),051-627-8411,35.1141889,129.1112533
남구,벽산경로당,부산광역시 남구 용호로269번길 90 (용호동),051-625-0423,35.1106652,129.1159595
남구,벽산기린경로당,부산광역시 남구 지게골로 52-15 (문현동),051-633-6219,35.1348727,129.0717587
남구,북부(남)경로당,부산광역시 남구 황령대로353번길 22 (대연동),051-627-5971,35.1474878,129.0962379
남구,북부부녀경로당,부산광역시 남구 황령대로353번길 22 (대연동),051-623-3714,35.1474878,129.0962379
남구,사랑의경로당,부산광역시 남구 자유평화로57번길 17-1 (문현동),051-646-0287,35.1420519,129.065517
남구,산수경로당,부산광역시 남구 장고개로40번길 31 (우암동),051-631-3545,35.1283683,129.0721994
남구,산수부녀경로당,부산광역시 남구 동항로106번길 9-24 (우암동),051-642-6824,35.1278023,129.072482
남구,삼성아파트남자경로당,부산광역시 남구 전포대로20번길 15 (문현동),051-633-9966,35.1384144,129.0690089
남구,삼익그린아파트경로당,부산광역시 남구 황령대로319번가길 142 (대연동),051-622-5256,35.151703,129.0872919
남구,삼호경로당,부산광역시 남구 용호로232번길 37 (용호동),051-625-9185,35.1118527,129.1090812
남구,상경경로당,부산광역시 남구 장고개로 62 (우암동),051-645-5904,35.1303846,129.0709759
남구,새마을경로당,부산광역시 남구 장고개로33번길 24 (우암동),051-642-6964,35.1291781,129.0706778
남구,새마을부녀경로당,부산광역시 남구 수영로77번길 14 (문현동),051-634-0772,35.1351597,129.0763006
남구,석포(여)경로당,부산광역시 남구 석포로91번길 59 (대연동),051-621-8802,35.1284273,129.0902929
남구,석포경로당,부산광역시 남구 석포로91번길 59 (대연동),051-624-2028,35.1284273,129.0902929
남구,성광경로당,부산광역시 남구 전포대로48번길 32 (문현동),051-632-6218,35.1422892,129.067507
남구,성동경로당,부산광역시 남구 전포대로48번길 32 (문현동),051-646-3773,35.1422892,129.067507
남구,성지경로당,부산광역시 남구 수영로65번길 22 (문현동),051-647-6407,35.1358773,129.0752937
남구,솔밭경로당,부산광역시 남구 유엔평화로22번길 32 (대연동),051-627-9372,35.1328605,129.0902145
남구,송정경로당,부산광역시 남구 문현로66번길 136-1 (문현동),051-634-2804,35.1382186,129.0735573
남구,송정부녀경로당,부산광역시 남구 문현로66번길 136-1 (문현동),051-634-2844,35.1382186,129.0735573
남구,송포경로당,부산광역시 남구 양지골로55번길 20 (감만동),051-644-9855,35.1132597,129.0857534
남구,신대연코오롱하늘채아파트경로당,부산광역시 남구 홍곡로320번길 132 (용당동),051-622-3988,35.1224974,129.0936144
남구,신동경로당,부산광역시 남구 신정번영로47번길 27 (대연동),051-634-8611,35.1314531,129.0787828
남구,신선정경로당,부산광역시 남구 분포로 111 (용호동),051-959-8885,35.1268954,129.1096272
남구,신원에버그린아파트경로당,부산광역시 남구 황령대로319번가길 158-30 (대연동),051-627-3443,35.1514226,129.0864324
남구,신익타워경로당,부산광역시 남구 동명로 189 (용호동),051-626-9266,35.1188459,129.1176331
남구,심상경로당,부산광역시 남구 황령대로90번나길 11 (문현동),051-632-8807,35.1451607,129.0696237
남구,양지경로당,부산광역시 남구 전선등로3번길 61 (감만동),051-633-1239,35.1237165,129.0847978
남구,양지골경로당,부산광역시 남구 양지골로169번길 2-7 (감만동),051-631-2033,35.1160254,129.0852626
남구,영시경로당,부산광역시 남구 동명로118번길 22 (용호동),051-626-9828,35.119125,129.1095017
남구,오륙도SKVIEW아파트노인회,부산광역시 남구 오륙도로 85 (용호동),051-904-4411,35.1022182,129.1167677
남구,오륙도경로당,부산광역시 남구 용호동 517번지 2호,,35.1159377,129.1115224
남구,오륙도뜨란채아파트경로당,부산광역시 남구 용호로269번길 29 (용호동),051-611-5816,35.109365,129.1136639
남구,오양양지경로당,부산광역시 남구 진남로 95-11 (대연동),051-642-2671,35.1380006,129.0848933
남구,용당(남)경로당,부산광역시 남구 신선로319번길 6 (용당동),051-624-1851,35.1144183,129.0949383
남구,용당(여)경로당,부산광역시 남구 신선로319번길 6 (용당동),051-623-7352,35.1144183,129.0949383
남구,용당현대아이파크아파트경로당,부산광역시 남구 동명로 26 (용당동),051-624-4846,35.1188514,129.0995203
남구,용문경로당,부산광역시 남구 동명로170번길 128 (용호동),051-626-3955,35.1131711,129.1143503
남구,용산경로당,부산광역시 남구 동명로 151-6 (용호동),051-626-5609,35.1195842,129.1136336
남구,용소(남)경로당,부산광역시 남구 용소로40번길 22 (대연동),051-624-9824,35.1338817,129.0997633
남구,용소제2부녀경로당,부산광역시 남구 용소로40번길 22 (대연동),051-627-7517,35.1338817,129.0997633
남구,용일(새마을)경로당,부산광역시 남구 동명로117번길 64 (용호동),051-623-1243,35.1227803,129.1101707
남구,용일부녀경로당,부산광역시 남구 동명로117번길 64 (용호동),051-625-6245,35.1227803,129.1101707
남구,용친경로당,부산광역시 남구 용주로 82-1 (용호동),051-922-9889,35.1128523,129.1156511
남구,용해경로당,부산광역시 남구 용호로76번길 70 (용호동),051-626-9640,35.1242831,129.1085626
남구,용호경동APT경로당,부산광역시 남구 동명로 202 (용호동),051-624-0572,35.1168252,129.1166049
남구,용호노인사랑방경로당,부산광역시 남구 이기대공원로 7 (용호동),051-621-9678,35.124564,129.1134812
남구,용호마루경로당,"부산광역시 남구 동명로164번길 40, 2층 (용호동)",,35.1173409,129.1119485
남구,용호예가아파트경로당,부산광역시 남구 용호로216번가길 10 (용호동),051-623-8027,35.1127483,129.1092841
남구,우암경로당,부산광역시 남구 장고개로16번길 9-9 (우암동),051-645-3562,35.1271106,129.0715243
남구,우암1동1통경로당,부산광역시 남구 우암로154번길 10-12 (우암동),051-631-9118,35.123658,129.0803861
남구,우암뉴서울아파트경로당,부산광역시 남구 유엔로 10 (우암동),051-636-9172,35.1248896,129.0794136
남구,우암동일경로당,부산광역시 남구 유엔로 1-1 (우암동),051-643-7443,35.1256134,129.0786664
남구,우암자유1차아파트경로당,부산광역시 남구 우암로154번길 57 (우암동),051-642-2016,35.1260265,129.0815669
남구,우암자유2차아파트경로당,부산광역시 남구 유엔로 22 (우암동),051-622-3997,35.1254911,129.0813117
남구,우암자유3차아파트경로당,부산광역시 남구 우암로 142 (우암동),051-634-7157,35.1236777,129.0805312
남구,우암자유4차아파트경로당,부산광역시 남구 석포로 7 (감만동),051-636-4184,35.1222348,129.0821491
남구,우정경로당,부산광역시 남구 당산로 24 (우암동),051-995-2960,35.1256443,129.077764
남구,월우경로당,부산광역시 남구 석포로56번길 49 (감만동),051-637-0320,35.1217573,129.0869149
남구,은하수경로당,부산광역시 남구 동항로27번길 9 (우암동),051-646-2375,35.1264367,129.0685102
남구,은혜부인경로당,부산광역시 남구 고동골로47번가길 25-15 (문현동),051-646-4496,35.1425288,129.0701561
남구,이기대경로당,부산광역시 남구 용호로 98-10 (용호동),051-623-7153,35.1237776,129.1121053
남구,인노경로당,부산광역시 남구 진남로198번길 3-1 (문현동),051-633-5454,35.1439332,129.0774249
남구,일상경로당,부산광역시 남구 전포대로68번가길 17 (문현동),051-642-2581,35.1432785,129.067775
남구,일신-님2차아파트경로당,"부산광역시 남구 용호로 38-17, 203동 (용호동,203)",051-622-3301,35.1262775,129.1066558
남구,일신보라아파트경로당,부산광역시 남구 유엔로 15 (우암동),051-637-4392,35.1260947,129.078925
남구,일신프리빌리지경로당,부산광역시 남구 용호로 34 (용호동),051-628-6808,35.1264844,129.1077464
남구,일심노인정,부산광역시 남구 고동골로125번길 6-10 (문현동),051-635-0532,35.1454476,129.0753516
남구,자유5차아파트경로당,부산광역시 남구 양지골로 358 (감만동),051-637-8791,35.1228451,129.0857789
남구,자장부녀경로당,부산광역시 남구 전포대로92번나길 40-1 (문현동),051-642-4536,35.1467628,129.0682988
남구,장수경로당,부산광역시 남구 감만동 189-75,051-642-2598,35.1161746,129.084639
남구,정화부녀경로당,부산광역시 남구 진남로207번길 17 (문현동),051-634-6454,35.1441353,129.0756304
남구,중부녀경로당,부산광역시 남구 신선로329번길 88-6 (용당동),051-625-5235,35.1131491,129.093082
남구,중앙하이츠경로당,"부산광역시 남구 유엔로 46, 103동 102호 (우암동,103)",051-631-1001,35.1267315,129.0819445
남구,지게골복지관경로당,부산광역시 남구 지게골로 139-33 (문현동),051-647-0138,35.1342643,129.0760361
남구,지곡(남)노인정,부산광역시 남구 진남로 47 (대연동),051-627-2717,35.1379824,129.0898751
남구,지곡(여)노인정,부산광역시 남구 진남로 47 (대연동),051-625-2148,35.1379824,129.0898751
남구,참좋은수양경로당,부산광역시 남구 유엔로84번길 61 (우암동),051-636-8899,35.1268155,129.0837453
남구,참좋은회관경로당,부산광역시 남구 전선등로 63 (감만동),051-637-9981,35.1245004,129.0872964
남구,천지(남)경로당,부산광역시 남구 신정번영로13번길 20 (대연동),051-632-6287,35.1338352,129.0812093
남구,천지부녀경로당,부산광역시 남구 신정번영로13번길 20 (대연동),051-633-2864,35.1338352,129.0812093
남구,청구회경로당,부산광역시 남구 황령대로319번가길 110 (대연동),051-628-7490,35.1539709,129.0895984
남구,평화경로당,부산광역시 남구 유엔평화로70번길 39-1 (대연동),051-626-2447,35.1272088,129.0921846
남구,푸른경로당,부산광역시 남구 진남로165번가길 10 (문현동),051-631-0991,35.1414299,129.0781339
남구,푸른솔경로당,부산광역시 남구 수영로69번길 63 (문현동),051-631-0737,35.1363561,129.0771647
남구,한남부녀경로당,부산광역시 남구 홍곡로37번길 21 (감만동),051-635-5157,35.1171049,129.0828559
남구,한마음경로당,부산광역시 남구 우암번영로 36 (우암동),051-635-5105,35.1268218,129.0702325
남구,한맥현대경로당,부산광역시 남구 문현로66번길 7 (문현동),051-647-0352,35.1428476,129.0760945
남구,한신문화경로당,부산광역시 남구 유엔평화로 152-2 (용당동),051-628-4994,35.1226932,129.0972101
남구,한양경로당,"부산광역시 남구 고동골로78번길 23 (문현동, 한양아파트)",,35.1443814,129.0731417
남구,한일경로당,부산광역시 남구 우암로154번길 36-13 (우암동),051-639-3360,35.1251794,129.0815425
남구,한진훼미리경로당,부산광역시 남구 용호로232번길 61 (용호동),051-624-0713,35.1129022,129.1079616
남구,행복경로당,부산광역시 남구 진남로198번길 53 (문현동),051-6331-1157,35.1444279,129.0797926
남구,현대비치아파트경로당,부산광역시 남구 용호로42번길 14 (용호동),051-621-4885,35.1269549,129.1084224
남구,현대아파트노인정,부산광역시 남구 천제등로28번길 50 (대연동),051-625-2732,35.131811,129.0864862
남구,현대아파트경로당,부산광역시 남구 진남로198번길 9-1 (문현동),051-646-5888,35.1444444,129.0795986
남구,협진태양경로당,부산광역시 남구 용호로198번길 37 (용호동),051-611-6639,35.1135214,129.1083988
남구,화목경로당,부산광역시 남구 동명로100번길 58 (용호동),051-623-7857,35.1172865,129.1072712
남구,황령경로당,부산광역시 남구 고동골로 82 (문현동),051-645-5291,35.1441742,129.071695
