"자치단체코드(신고지역)","인허가번호","서비스ID","데이터갱신구분","데이터갱신일자","서비스ID명","사업장명","지번우편번호","지번주소","도로명우편번호","도로명주소","인허가일자","병상수","보조종업원수","사무실면적","세탁실면적","시설관리자수","약국영업면적","영양사수","폐업일자","휴업시작일자","휴업종료일자","재개업일자","영업상태","상세영업상태","좌표정보(X)","좌표정보(Y)","최종수정일자","업태구분명","전화번호","간호사수","간호조무사수","건물층수","구급차일반","구급차특수","구조사수","급식시설면적","기타인원수","기타종업원수","모유수유실면적","목욕실면적","미화원수","영유아실면적","영유아정원수","완화의료담당부서명","완화의료지정형태","욕실면적","의료기관종별명","의료유사업종별명","의료인수","임산부실면적","임산부정원수","입원실수","자격증소유자수","조리원화장실면적","종업원수","지상층수","지정일자","지정취소일자","지하층수","진료과목내용","진료과목내용명","총면적","총인원","최초지정일자","취사부수","판매점영업면적","허가병상수"
"3290000","PHMA120143290024041100025","01_01_02_P","I","2018-08-31 23:59:59.0","-","더문성형외과의원","614032","부산광역시 부산진구 부전동 502번지 3호 삼정노블빌딩 3층","47285","부산광역시 부산진구 서면로 59, 4층 (부전동, 노블빌딩)","20140619","0","-","-","-","-","-","-","-","-","-","-","13","영업중","387486.16435700000","186341.61493800000","20170905183853","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","260.73","-","-","-","0","-"
"3290000","PHMA120143290024041100026","01_01_02_P","I","2018-08-31 23:59:59.0","-","나비의원","614032","부산광역시 부산진구 부전동 490번지 12호 2층","47285","부산광역시 부산진구 서면로 71, 2층 (부전동)","20140618","0","-","-","-","-","-","-","20170206","-","-","-","03","폐업","387483.54062500000","186467.21456100000","20170206101335","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","157.62","-","-","-","0","-"
"3290000","PHMA120143290024041100027","01_01_02_P","I","2018-08-31 23:59:59.0","-","가야프라임치과의원","614805","부산광역시 부산진구 가야동 374번지 2호","47335","부산광역시 부산진구 대학로 13, 2층 (가야동)","20140627","0","-","-","-","-","-","-","-","-","-","-","13","영업중","385634.97514100000","186087.50778400000","20170905183853","치과의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","치과의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","110","-","-","-","0","-"
"3290000","PHMA120143290024041100028","01_01_02_P","I","2018-08-31 23:59:59.0","-","서면자생한의원","-","부산광역시 부산진구 부전동 257번지 3호 아이온시티빌딩","47286","부산광역시 부산진구 서면로 74, 아이온시티빌딩 7층 702호 (부전동)","20140701","0","-","-","-","-","-","-","-","-","-","-","13","영업중","387537.52597500000","186476.33039500000","20180712224333","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","6","-","-","0","-","-","-","-","-","-","-","-","-","361.08","-","-","-","0","-"
"3290000","PHMA120143290024041100029","01_01_02_P","I","2018-08-31 23:59:59.0","-","톡스앤필의원","614032","부산광역시 부산진구 부전동 517번지 42호","47287","부산광역시 부산진구 서면로 47, 6층 (부전동)","20140630","0","-","-","-","-","-","-","-","-","-","-","13","영업중","387488.74793100000","186222.43591000000","20180628214335","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","2","-","-","0","-","-","-","-","-","-","-","-","-","261.67","-","-","-","0","-"
"3290000","PHMA120143290024041100030","01_01_02_P","I","2018-08-31 23:59:59.0","-","리오성형외과의원","614032","부산광역시 부산진구 부전동 516번지 18호 3,4층","47287","부산광역시 부산진구 부전로66번길 34, 3,4층 (부전동)","20140714","1","-","-","-","-","-","-","-","-","-","-","13","영업중","387395.87908100000","186309.77111600000","20170905183853","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","2","-","-","1","-","-","-","-","-","-","-","-","-","442.54","-","-","-","0","-"
"3290000","PHMA120143290024041100031","01_01_02_P","I","2018-08-31 23:59:59.0","-","박재영이비인후과의원","614776","부산광역시 부산진구 부전동 257번지 3호 1801호","47286","부산광역시 부산진구 서면로 74, 1801호 (부전동)","20140715","3","-","-","-","-","-","-","-","-","-","-","13","영업중","387537.52597500000","186476.33039500000","20180213150153","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","2","-","-","-","-","-","-","-","-","-","230.52","-","-","-","0","-"
"3290000","PHMA120143290024041100032","01_01_02_P","I","2018-08-31 23:59:59.0","-","페리오치과의원","614813","부산광역시 부산진구 개금동 164번지 1호","47324","부산광역시 부산진구 가야대로 494, 4층 (개금동, 대도빌딩)","20140722","0","-","-","-","-","-","-","-","-","-","-","13","영업중","384633.76135000000","185929.87098500000","20180517211332","치과의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","치과의원","-","2","-","-","0","-","-","-","-","-","-","-","-","-","320","-","-","-","0","-"
"3290000","PHMA120143290024041100033","01_01_02_P","I","2018-08-31 23:59:59.0","-","비엔에프의원","614846","부산광역시 부산진구 부전동 254번지 12호","47286","부산광역시 부산진구 중앙대로 695 (부전동)","20140721","0","-","-","-","-","-","-","-","-","-","-","13","영업중","387611.92742400000","186223.38685300000","20170905183853","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","150.84","-","-","-","0","-"
"3290000","PHMA120143290024041100034","01_01_02_P","I","2018-08-31 23:59:59.0","-","유진치과의원","614805","부산광역시 부산진구 가야동 377번지 10호","47330","부산광역시 부산진구 가야대로 600, 3층 (가야동)","20140819","0","-","-","-","-","-","-","-","-","-","-","13","영업중","385657.62223200000","186148.84602200000","20170905183853","치과의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","치과의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","106","-","-","-","0","-"
"3290000","PHMA120143290024041100021","01_01_02_P","I","2018-08-31 23:59:59.0","-","김민서치과의원","-","-","47257","부산광역시 부산진구 가야대로 779 (부전동)","20140415","0","-","-","-","-","-","-","-","-","-","-","13","영업중","387414.19501800000","186556.26587900000","20170905183853","치과의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","치과의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","175.3","-","-","-","0","-"
"3290000","PHMA120143290024041100022","01_01_02_P","I","2018-08-31 23:59:59.0","-","부산정신건강의학과의원","614021","부산광역시 부산진구 범천동 869번지 13호","47351","부산광역시 부산진구 중앙대로 621-1, 부산메디컬센터 5층 501호 (범천동)","20140502","0","-","-","-","-","-","-","-","-","-","-","13","영업중","387633.61650300000","185487.45584900000","20170905183853","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","111.56","-","-","-","0","-"
"3290000","PHMA120143290024041100035","01_01_02_P","I","2018-08-31 23:59:59.0","-","함소아한의원","614031","부산광역시 부산진구 부전동 256번지 3호","47286","부산광역시 부산진구 서면로 64, 12층 (부전동, 청석빌딩)","20140828","0","-","-","-","-","-","-","-","-","-","-","13","영업중","387532.45864300000","186392.67372900000","20170920101545","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","3","-","-","0","-","-","-","-","-","-","-","-","-","354.07","-","-","-","0","-"
"3290000","PHMA120143290024041100039","01_01_02_P","I","2018-08-31 23:59:59.0","-","미드니한의원","614847","부산광역시 부산진구 부전동 517번지 42호","47287","부산광역시 부산진구 서면로 47, 7층 (부전동, 안창빌딩)","20141006","0","-","-","-","-","-","-","20160908","-","-","-","03","폐업","387488.74793100000","186222.43591000000","20160908150429","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","241.72","-","-","-","0","-"
"3290000","PHMA120143290024041100040","01_01_02_P","I","2018-08-31 23:59:59.0","-","본가한의원","614051","부산광역시 부산진구 양정동 507번지 5호","47207","부산광역시 부산진구 동평로 358, 5층 (양정동)","20141015","0","-","-","-","-","-","-","20180103","-","-","-","03","폐업","388064.80372800000","188416.94097500000","20180103102616","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","116.53","-","-","-","0","-"
"3290000","PHMA120143290024041100023","01_01_02_P","I","2018-08-31 23:59:59.0","-","뉴에이징의원","614031","부산광역시 부산진구 부전동 516번지 27호 4층","47287","부산광역시 부산진구 부전로66번길 40 (부전동, 4층)","20140519","0","-","-","-","-","-","-","20150925","-","-","-","03","폐업","387429.20599800000","186307.95810400000","20150925105335","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","235.55","-","-","-","0","-"
"3290000","PHMA120133290024041100025","01_01_02_P","I","2018-08-31 23:59:59.0","-","유앤아이치과의원","614847","부산광역시 부산진구  256번지 3호 청석빌딩","47286","부산광역시 부산진구 서면로 64, 5층 (부전동)","20130620","0","-","-","-","-","-","-","-","-","-","-","13","영업중","387532.45864300000","186392.67372900000","20180816224341","치과의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","치과의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","354.07","-","-","-","0","-"
"3290000","PHMA120133290024041100029","01_01_02_P","I","2018-08-31 23:59:59.0","-","뮤즈의원","614845","부산광역시 부산진구 부전동 192번지 3호 3층","47295","부산광역시 부산진구 중앙대로 698, 3층 (부전동, 동강빌딩)","20130701","0","-","-","-","-","-","-","-","-","-","-","13","영업중","387664.50767400000","186235.44791400000","20170905183853","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","219.84","-","-","-","0","-"
"3290000","PHMA120133290024041100030","01_01_02_P","I","2018-08-31 23:59:59.0","-","부산흉부외과의원","614847","부산광역시 부산진구 부전2동 256번지 3호 11층","47286","부산광역시 부산진구 서면로 64, 11층 (부전동)","20130704","4","-","-","-","-","-","-","-","-","-","-","13","영업중","387532.45864300000","186392.67372900000","20170905183853","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","3","-","-","3","-","-","-","-","-","-","-","-","-","354.07","-","-","-","0","-"
"3290000","PHMA120133290024041100031","01_01_02_P","I","2018-08-31 23:59:59.0","-","에이지일가일의원","614827","부산광역시 부산진구 범천동 846번지 19호 3층","47365","부산광역시 부산진구 범일로 146-1 (범천동)","20130725","0","-","-","-","-","-","-","20160503","-","-","-","03","폐업","387695.98991500000","184902.67330100000","20160503131513","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","283.16","-","-","-","0","-"
"3290000","PHMA120133290024041100032","01_01_02_P","I","2018-08-31 23:59:59.0","-","제스필의원","614845","부산광역시 부산진구 부전2동 192번지 3호","47295","부산광역시 부산진구 중앙대로 698 (부전동)","20130730","0","-","-","-","-","-","-","20151231","-","-","-","03","폐업","387664.50767400000","186235.44791400000","20151231164901","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","2","-","-","0","-","-","-","-","-","-","-","-","-","219.84","-","-","-","0","-"
"3290000","PHMA120083290024041100008","01_01_02_P","I","2018-08-31 23:59:59.0","-","의료법인검제의료재단이오의원","-","부산광역시 부산진구 전포동 667-16,17","-","-","20080211","29","-","-","-","-","-","-","20110906","-","-","-","24","직권폐업","-","-","20120421205535","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","3","-","-","8","-","-","-","-","-","-","-","-","-","1615.44","-","-","-","0","-"
"3290000","PHMA120133290024041100033","01_01_02_P","I","2018-08-31 23:59:59.0","-","쉬즈위시의원","614839","부산광역시 부산진구 부암동 504번지 5층","47142","부산광역시 부산진구 당감서로 88, 5층 (부암동)","20130826","0","-","-","-","-","-","-","-","-","-","-","13","영업중","385573.03620500000","187680.38753200000","20180703144008","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","312.09","-","-","-","0","-"
"3290000","PHMA120133290024041100034","01_01_02_P","I","2018-08-31 23:59:59.0","-","정승문성형외과의원","614849","부산광역시 부산진구 부전1동 485번지 35호 2,3,4층","47257","부산광역시 부산진구 가야대로 771, 2,3,4층 (부전동)","20130826","1","-","-","-","-","-","-","-","-","-","-","13","영업중","387331.14263200000","186554.55823000000","20170905183853","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","4","-","-","1","-","-","-","-","-","-","-","-","-","431.88","-","-","-","0","-"
"3290000","PHMA120133290024041100035","01_01_02_P","I","2018-08-31 23:59:59.0","-","예쁜미소바른이치과의원","614849","부산광역시 부산진구 부전동 486번지 9호","47257","부산광역시 부산진구 가야대로 781-1 (부전동)","20130923","0","-","-","-","-","-","-","-","-","-","-","13","영업중","387442.33223200000","186564.26460800000","20170905183853","치과의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","치과의원","-","4","-","-","0","-","-","-","-","-","-","-","-","-","746.72","-","-","-","0","-"
"3290000","PHMA120133290024041100036","01_01_02_P","I","2018-08-31 23:59:59.0","-","다리안외과의원","614776","부산광역시 부산진구 부전동 257번지 3호 17층, 1701호,1704호","47286","부산광역시 부산진구 서면로 74, 1701, 1704호 (부전동, 아이온시티 17층)","20130924","6","-","-","-","-","-","-","-","-","-","-","13","영업중","387537.52597500000","186476.33039500000","20180809221352","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","5","-","-","4","-","-","-","-","-","-","-","-","-","393.62","-","-","-","0","-"
"3290000","PHMA120133290024041100037","01_01_02_P","I","2018-08-31 23:59:59.0","-","아이앤코성형외과의원","614847","부산광역시 부산진구 부전2동 516번지 1호 2,3층","47287","부산광역시 부산진구 가야대로784번길 36, 2,3층 (부전동)","20130924","0","-","-","-","-","-","-","-","-","-","-","13","영업중","387451.82682000000","186317.21830700000","20180702152118","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","81.36","-","-","-","0","-"
"3290000","PHMA120133290024041100038","01_01_02_P","I","2018-08-31 23:59:59.0","-","예작한의원","614847","부산광역시 부산진구 부전동 256번지 3호 청석빌딩 4층","47286","부산광역시 부산진구 서면로 64, 4층 (부전동, 청석빌딩)","20130930","0","-","-","-","-","-","-","-","-","-","-","13","영업중","387532.45864300000","186392.67372900000","20180302095511","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","120.5","-","-","-","0","-"
"3290000","PHMA120133290024041100041","01_01_02_P","I","2018-08-31 23:59:59.0","-","필한의원","614843","부산광역시 부산진구 부전동 341번지 89호","47251","부산광역시 부산진구 부전로174번길 43 (부전동)","20131008","0","-","-","-","-","-","-","-","-","-","-","13","영업중","387789.58956800000","186949.73044900000","20180301224332","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","2","-","-","0","-","-","-","-","-","-","-","-","-","292.33","-","-","-","0","-"
"3290000","PHMA120133290024041100042","01_01_02_P","I","2018-08-31 23:59:59.0","-","오즈피부과의원","614813","부산광역시 부산진구 개금동 171번지 83호 9층","47323","부산광역시 부산진구 가야대로 476-1, 9층 (개금동, 덕양빌딩)","20131011","0","-","-","-","-","-","-","-","-","-","-","13","영업중","384450.84601700000","185933.21094600000","20170905183853","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","189.95","-","-","-","0","-"
"3290000","PHMA120133290024041100043","01_01_02_P","I","2018-08-31 23:59:59.0","-","굿모닝백이안과의원","614845","부산광역시 부산진구 부전2동 156번지 12호 3,7,8층","47291","부산광역시 부산진구 중앙대로 724, 3,7,8층 (부전동)","20131021","8","-","-","-","-","-","-","-","-","-","-","13","영업중","387702.99368500000","186481.36278300000","20171026224331","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","7","-","-","8","-","-","-","-","-","-","-","-","-","1724.7","-","-","-","0","-"
"3290000","PHMA120133290024041100044","01_01_02_P","I","2018-08-31 23:59:59.0","-","손한의원","614827","부산광역시 부산진구 범천동 845번지 63호","47364","부산광역시 부산진구 중앙번영로20번길 38 (범천동)","20131024","0","-","-","-","-","-","-","-","-","-","-","13","영업중","387846.94220300000","184918.48945500000","20170905183853","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","123.09","-","-","-","0","-"
"3290000","PHMA120133290024041100045","01_01_02_P","I","2018-08-31 23:59:59.0","-","늘솔길치과의원","614802","부산광역시 부산진구 가야동 602번지 7호","47382","부산광역시 부산진구 가야공원로 44 (가야동)","20131028","0","-","-","-","-","-","-","-","-","-","-","13","영업중","384975.75709900000","185572.57995000000","20180503224339","치과의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","치과의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","231.56","-","-","-","0","-"
"3290000","PHMA119953290024041100020","01_01_02_P","I","2018-08-31 23:59:59.0","-","김성수성형외과의원","614021","부산광역시 부산진구 범천1동 898번지 3호","614826","부산광역시 부산진구 범일로 127 (범천동)","19951207","0","-","-","-","-","-","-","20071031","-","-","-","03","폐업","387657.26685600000","184737.06808500000","20131105174904","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","2","-","-","0","-","-","-","-","-","-","-","-","-","174.84","-","-","-","0","-"
"3290000","PHMA120133290024041100047","01_01_02_P","I","2018-08-31 23:59:59.0","-","라온한의원","614847","부산광역시 부산진구 부전동 502번지 26호","47285","부산광역시 부산진구 가야대로784번길 29 (부전동, 7층)","20131115","0","-","-","-","-","-","-","20170421","-","-","-","03","폐업","387468.15152400000","186354.54904300000","20170421113149","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","199.51","-","-","-","0","-"
"3290000","PHMA120133290024041100002","01_01_02_P","I","2018-08-31 23:59:59.0","-","백양마취통증의학과의원","614817","부산광역시 부산진구 당감1동 887번지 1호 9층 일부","47181","부산광역시 부산진구 동평로 108-1, 9층 (당감동)","20130111","0","-","-","-","-","-","-","-","-","-","-","13","영업중","385990.94258800000","187380.55375600000","20170905183853","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","174","-","-","-","0","-"
"3290000","PHMA120133290024041100003","01_01_02_P","I","2018-08-31 23:59:59.0","-","행복연합의원","614777","부산광역시 부산진구 개금3동 1번지 12호 동원화인패밀리타운 106동 204,205호","614777","부산광역시 부산진구 백양관문로77번길 51, 106동 204,205호 (개금동, 동원화인패밀리타운)","20130121","0","-","-","-","-","-","-","20141107","-","-","-","03","폐업","384739.95067700000","187157.16029300000","20141107133506","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","82.03","-","-","-","0","-"
"3290000","PHMA120133290024041100004","01_01_02_P","I","2018-08-31 23:59:59.0","-","행복연합한의원","614812","부산광역시 부산진구 개금2동 1번지 12호 동원화인패밀리타운 106동 204~5호","614777","부산광역시 부산진구 백양관문로77번길 51, 106동 204,205호 (개금동, 동원화인패밀리타운)","20130121","0","-","-","-","-","-","-","20141107","-","-","-","03","폐업","384739.95067700000","187157.16029300000","20141110110835","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","94.19","-","-","-","0","-"
"3290000","PHMA120133290024041100009","01_01_02_P","I","2018-08-31 23:59:59.0","-","나우성형외과의원","614847","부산광역시 부산진구 부전2동 490번지 15호 2,3층","47285","부산광역시 부산진구 가야대로784번길 9, 2,3층 (부전동)","20130325","0","-","-","-","-","-","-","20160105","-","-","-","03","폐업","387463.55393700000","186453.03685900000","20180213092156","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","169.76","-","-","-","0","-"
"3290000","PHMA120133290024041100010","01_01_02_P","I","2018-08-31 23:59:59.0","-","선내과의원","614813","부산광역시 부산진구 개금동 171번지 28호 1,2층","47328","부산광역시 부산진구 냉정로 215 (개금동, 선아트메디칼1,2층)","20130325","0","-","-","-","-","-","-","-","-","-","-","13","영업중","384382.41161100000","185739.21640100000","20170905183853","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","513.23","-","-","-","0","-"
"3290000","PHMA120133290024041100011","01_01_02_P","I","2018-08-31 23:59:59.0","-","그랜드의원","614776","부산광역시 부산진구 부전2동 257번지 3호 14층 1401,1402호","614776","부산광역시 부산진구 서면로 74, 14층 1401,1402호 (부전동, 아이온시티)","20130402","0","-","-","-","-","-","-","20140812","-","-","-","03","폐업","387537.52597500000","186476.33039500000","20141226174825","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","3","-","-","0","-","-","-","-","-","-","-","-","-","429.63","-","-","-","0","-"
"3290000","PHMA120133290024041100012","01_01_02_P","I","2018-08-31 23:59:59.0","-","김진태한의원","614842","부산광역시 부산진구 부전1동 390번지 17호","47253","부산광역시 부산진구 부전로140번길 3 (부전동)","20130408","0","-","-","-","-","-","-","-","-","-","-","13","영업중","387418.24272200000","186962.61181000000","20171229135204","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","163.27","-","-","-","0","-"
"3290000","PHMA120133290024041100013","01_01_02_P","I","2018-08-31 23:59:59.0","-","뷰티아이성형외과의원","614847","부산광역시 부산진구 부전2동 516번지 75호 3,4층","47287","부산광역시 부산진구 가야대로784번길 40, 3,4층 (부전동)","20130429","0","-","-","-","-","-","-","-","-","-","-","13","영업중","387446.65071000000","186304.09855600000","20180702152213","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","275.96","-","-","-","0","-"
"3290000","PHMA120133290024041100014","01_01_02_P","I","2018-08-31 23:59:59.0","-","좋은여성비뇨의학과의원","-","부산광역시 부산진구 개금동 177번지 243호","47323","부산광역시 부산진구 가야대로 462-1, 10층 (개금동)","20130506","2","-","-","-","-","-","-","-","-","-","-","13","영업중","384309.144040","185915.236424","20180412100345","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","2","-","-","-","-","-","-","-","-","-","306.19","-","-","-","0","-"
"3290000","PHMA120133290024041100015","01_01_02_P","I","2018-08-31 23:59:59.0","-","가야제일의원","614814","부산광역시 부산진구 개금1동 554번지 1호 2층","614814","부산광역시 부산진구 냉정로 226, 2층 (개금동)","20130503","0","-","-","-","-","-","-","20140116","-","-","-","03","폐업","384478.14638800000","185712.37389700000","20140116171709","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","2","-","-","0","-","-","-","-","-","-","-","-","-","118.68","-","-","-","0","-"
"3290000","PHMA120133290024041100016","01_01_02_P","I","2018-08-31 23:59:59.0","-","구명한의원","614878","부산광역시 부산진구 당감동 284번지 10호","47180","부산광역시 부산진구 당감로 39 (당감동)","20130508","0","-","-","-","-","-","-","-","-","-","-","13","영업중","385777.45919200000","187317.54101300000","20170919174550","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","165","-","-","-","0","-"
"3290000","PHMA120133290024041100017","01_01_02_P","I","2018-08-31 23:59:59.0","-","부산의료소비자생활협동조합순수한의원","614872","부산광역시 부산진구 초읍동 291번지 1호","614872","부산광역시 부산진구 성지로 159, 6층 (초읍동)","20130514","4","-","-","-","-","-","-","20150331","-","-","-","03","폐업","386494.28975700000","189190.32513200000","20150331164504","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","3","-","-","-","-","-","-","-","-","-","185.87","-","-","-","0","-"
"3290000","PHMA120133290024041100018","01_01_02_P","I","2018-08-31 23:59:59.0","-","이엔치과의원","614776","부산광역시 부산진구 부전동 257번지 3호 10층 1002호","47286","부산광역시 부산진구 서면로 74 (부전동, 아이온시티빌딩 10층 1002호)","20130604","0","-","-","-","-","-","-","-","-","-","-","13","영업중","387537.52597500000","186476.33039500000","20170905183853","치과의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","치과의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","178.51","-","-","-","0","-"
"3290000","PHMA120133290024041100019","01_01_02_P","I","2018-08-31 23:59:59.0","-","눈에손안과의원","614847","부산광역시 부산진구 부전동 256번지 3호 9층","47286","부산광역시 부산진구 서면로 64, 9층 (부전동, 청석빌딩)","20130605","0","-","-","-","-","-","-","-","-","-","-","13","영업중","387532.45864300000","186392.67372900000","20170905183853","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","354.07","-","-","-","0","-"
"3290000","PHMA120133290024041100020","01_01_02_P","I","2018-08-31 23:59:59.0","-","조동환정신건강의학과의원","614847","부산광역시 부산진구 부전동 256번지 3호 8층","47286","부산광역시 부산진구 서면로 64 (부전동)","20130605","0","-","-","-","-","-","-","-","-","-","-","13","영업중","387532.45864300000","186392.67372900000","20170905183853","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","177","-","-","-","0","-"
"3290000","PHMA120133290024041100021","01_01_02_P","I","2018-08-31 23:59:59.0","-","정성훈성형외과의원","614847","부산광역시 부산진구 부전2동 256번지 3호 6층","47286","부산광역시 부산진구 서면로 64, 6층 (부전동, 청석빌딩)","20130607","0","-","-","-","-","-","-","-","-","-","-","13","영업중","387532.45864300000","186392.67372900000","20170905183853","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","354.07","-","-","-","0","-"
