"자치단체코드(신고지역)","인허가번호","서비스id","데이터갱신구분","데이터갱신일자","서비스id명","사업장명","지번우편번호","지번주소","도로명우편번호","도로명주소","인허가일자","폐업일자","휴업시작일자","휴업종료일자","재개업일자","영업상태","상세영업상태","좌표정보(x)","좌표정보(y)","최종수정일자","업태구분명","전화번호","가열기수","기공용레스수","기공용모터수","기공용컴프레서수","다른 겸업 여부","동공거리측정기수","렌즈절단기수","샌드기수","서베이어수","수리대상 의료기기의 유형","시력표수","아세틸렌수","안경세척기수","영업규모","원심주조기수","전기로수","정점굴절계기수","조제용연마기수","진공매몰기수","진동기수","초음파청소기수","총규모","총면적","측정의자수","치과용프레스수","트리머수","포셀린로수","표본렌즈수","핀덱스수"
"3290000","PHMG120223290024047000056","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","세븐일레븐 부산부전에이스","-","부산광역시 부산진구 부전동 ***","47245","부산광역시 부산진구 중앙대로***번길 **, *층 (부전동)","20220208","-","-","-","-","영업/정상","영업중","387736.151040548","186418.027301075","20220208165929","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3290000","PHMG120223290024047000055","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","오피스디포부산서면점","-","부산광역시 부산진구 양정동 ***-* 하이웰","47209","부산광역시 부산진구 중앙대로***번길 **, 하이웰 ***호 (양정동)","20220208","-","-","-","-","영업/정상","영업중","388767.109253693","188336.060943756","20220208165856","-","051-817-4305","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3290000","PHMG120223290024047000054","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","GS25초읍포레나점","-","부산광역시 부산진구 초읍동 ***-**","47108","부산광역시 부산진구 새싹로 ***-**, *층 (초읍동)","20220208","-","-","-","-","영업/정상","영업중","386543.46445509","188061.854170065","20220208165821","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3290000","PHMG120223290024047000053","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","씨유개금금강원룸","-","부산광역시 부산진구 개금동 ***-*** 현진아트빌","47328","부산광역시 부산진구 복지로**번길 **, ***호 (개금동, 현진아트빌)","20220208","-","-","-","-","영업/정상","영업중","384134.054607991","185504.64876813","20220208165742","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3290000","PHMG120223290024047000052","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","세븐일레븐(부전점)","-","부산광역시 부산진구 부전동 **-*","47244","부산광역시 부산진구 동천로 ***, *층 (부전동)","20220208","-","-","-","-","영업/정상","영업중","387819.342121223","186510.983578143","20220208165704","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3290000","PHMG120223290024047000051","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","세븐일레븐 부산서면역점","-","부산광역시 부산진구 부전동 ***-*","47257","부산광역시 부산진구 가야대로 ***, *층 (부전동)","20220208","-","-","-","-","영업/정상","영업중","387380.288248747","186251.873494054","20220208165628","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3390000","PHMG120223390023047000016","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","GS25 감전밸리점","-","부산광역시 사상구 감전동 ***-* 부산디지털밸리아파트형공장","46981","부산광역시 사상구 대동로 ***, 부산디지털밸리아파트형공장 ***호 (감전동)","20220208","-","-","-","-","영업/정상","영업중","380909.178507556","185739.851127297","20220208181356","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3390000","PHMG120223390023047000015","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","지에스(GS)25 모라주공점","-","부산광역시 사상구 모라동 *** 모라영구임대아파트","46934","부산광역시 사상구 모라로***번길 ***, 모라영구임대아파트 상가나동 ***·***·***·***호 (모라동)","20220208","-","-","-","-","영업/정상","영업중","381779.166455538","189006.404394703","20220208181048","-","051-303-8728","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3360000","PHMG120223360024047000017","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","씨유 대저덕두점","-","부산광역시 강서구 대저*동 ****-*","46719","부산광역시 강서구 경전철로 **, *층 (대저*동)","20220208","-","-","-","-","영업/정상","영업중","378112.399220917","188862.768266151","20220208172651","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3360000","PHMG120223360024047000016","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","씨유 대저중앙로점","-","부산광역시 강서구 대저*동 ****-**","46700","부산광역시 강서구 대저중앙로 ***, *층 (대저*동)","20220208","-","-","-","-","영업/정상","영업중","379290.606298351","192980.380042564","20220208172624","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3390000","PHMG120223390023047000014","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","GS25 주례무지개점","-","부산광역시 사상구 주례동 ***-*","47017","부산광역시 사상구 주례로 ***, 상가*동 ***호 (주례동)","20220208","-","-","-","-","영업/정상","영업중","382696.80654055","184731.028529187","20220208181031","-","051-988-3734","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3390000","PHMG120223390023047000013","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","GS25 주례원룸점","-","부산광역시 사상구 주례동 **-*** 청수탕","47008","부산광역시 사상구 가야대로***번길 **, *층 (주례동)","20220208","-","-","-","-","영업/정상","영업중","383038.968723091","185026.644923413","20220208181006","-","051-322-2859","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3390000","PHMG120223390023047000012","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","GS25주례오름점","-","부산광역시 사상구 주례동 *** 광덕빌딩","47016","부산광역시 사상구 동주로 **, 광덕빌딩 *층 (주례동)","20220208","-","-","-","-","영업/정상","영업중","382233.110057181","184830.523858022","20220208180945","-","051-322-6510","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3390000","PHMG120223390023047000011","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","CU 감전낙동대로점","-","부산광역시 사상구 감전동 ***-**","47027","부산광역시 사상구 낙동대로 ***, *층 (감전동)","20220208","-","-","-","-","영업/정상","영업중","379583.561299351","185046.93725193","20220208130114","-","051-325-4268","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3390000","PHMG120223390023047000010","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","GS25 괘법공원점","-","부산광역시 사상구 괘법동 ***-* Always **사상점","46965","부산광역시 사상구 사상로***번길 **, *층 (괘법동)","20220208","-","-","-","-","영업/정상","영업중","380895.982198538","186785.328187871","20220208130628","-","051-312-4285","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3390000","PHMG120223390023047000009","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","씨유 감전플러스점","-","부산광역시 사상구 감전동 ***-*","47029","부산광역시 사상구 낙동대로 ***, *층 (감전동)","20220208","-","-","-","-","영업/정상","영업중","379514.944524824","184200.556172173","20220208130045","-","051-938-8008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3360000","PHMG120223360024047000015","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","이마트24 부산지사점","-","부산광역시 강서구 지사동 ****-* 지사금강펜테리움 상가에이동 ***~*호","46743","부산광역시 강서구 과학산단*로**번길 **, 상가에이동 ***~*호 (지사동, 지사금강펜테리움)","20220208","-","-","-","-","영업/정상","영업중","367397.014357092","185185.056901602","20220208172554","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3360000","PHMG120223360024047000014","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","이마트24 강서대저점","-","부산광역시 강서구 대저*동 ****-*","46700","부산광역시 강서구 대저로 **, B동 *층 (대저*동)","20220208","-","-","-","-","영업/정상","영업중","378304.006203882","192429.103848136","20220208172524","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3360000","PHMG120223360024047000013","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","씨유 공항원룸점","-","부산광역시 강서구 대저*동 ****-*","46720","부산광역시 강서구 공항앞길***번길 *, *층 (대저*동)","20220208","-","-","-","-","영업/정상","영업중","377721.334882622","187685.666013673","20220208172150","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3360000","PHMG120223360024047000012","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","씨유 명지엘크루점","-","부산광역시 강서구 명지동 **** 엘크루 블루오션 C*동 B***호","46764","부산광역시 강서구 명지오션시티*로 **, C*동 B***호 (명지동, 엘크루 블루오션)","20220208","-","-","-","-","영업/정상","영업중","374065.395250895","177664.154500474","20220208171115","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3360000","PHMG120223360024047000011","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","씨유 명지퀸덤1차점","-","부산광역시 강서구 명지동 **** 영어도시 퀸덤*차 상가(***)동 ***-*호","46762","부산광역시 강서구 명지오션시티**로 **, 상가(***)동 ***-*~**호 (명지동, 영어도시 퀸덤*차)","20220208","-","-","-","-","영업/정상","영업중","373368.868121279","177936.606438987","20220208162532","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3300000","PHMG120223300024047000028","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","GS25 동래내성점","지번우편번호","부산광역시 동래구 온천동 ****-*","47824","부산광역시 동래구 충렬대로 ***(온천동)","20220208","폐업일자","휴업시작일자","휴업종료일자","재개업일자","영업/정상","영업중","388963.493353337","191500.709270689","20220208134725","업태구분명","전화번호","가열기수","기공용레스수","기공용모터수","기공용컴프레서수","다","동공거리측정기수","렌즈절단기수","샌드기수","서베이어수","수리대상 의료기기의 유형","시력표수","아세틸렌수","안경세척기수","영업규모","원심주조기수","전기로수","정점굴절계기수","조제용연마기수","진공매몰기수","진동기수","초음파청소기수","총규모","총면적","측정의자수","치과용프레스수","트리머수","포셀린로수","표본렌즈수","핀덱스수"
"3380000","PHMG120223380023047000033","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","씨유 광안은하점","-","부산광역시 수영구 광안동 ***-* 은하","48299","부산광역시 수영구 광안로**번길 **, *층 (광안동, 은하)","20220208","-","-","-","-","영업/정상","영업중","392776.522309528","185855.957420913","20220208160500","-","051-751-3997","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3390000","PHMG120223390023047000028","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","GS25감전대동점","-","부산광역시 사상구 감전동 ***-*","46981","부산광역시 사상구 대동로 ***, *층 (감전동)","20220208","-","-","-","-","영업/정상","영업중","380969.336386927","185826.381465016","20220208181502","-","051-323-5266","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3390000","PHMG120223390023047000027","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","지에스25편의점 사상대동점","-","부산광역시 사상구 학장동 ***-**","47020","부산광역시 사상구 대동로 ***, *층 (학장동)","20220208","-","-","-","-","영업/정상","영업중","380880.743557717","185110.963151507","20220208181448","-","051-316-8941","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3390000","PHMG120223390023047000026","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","GS25 사상부원점","-","부산광역시 사상구 덕포동 *** 부원파크타운","46938","부산광역시 사상구 백양대로***번길 **, 부원파크타운 상가***동 ***호 (덕포동)","20220208","-","-","-","-","영업/정상","영업중","381235.603033073","188561.617705825","20220208181431","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3390000","PHMG120223390023047000025","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","GS25 사상문화점","-","부산광역시 사상구 괘법동 ***-** 삼익빌딩","46971","부산광역시 사상구 광장로**번길 **, 삼익빌딩 *층 (괘법동)","20220208","-","-","-","-","영업/정상","영업중","380210.868824295","186547.753716904","20220208181415","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3390000","PHMG120223390023047000024","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","씨유감전사랑점","-","부산광역시 사상구 감전동 ***-*","46987","부산광역시 사상구 새벽시장로 ***, B동 *층 (감전동)","20220208","-","-","-","-","영업/정상","영업중","380751.85794394","185656.488485036","20220208181340","-","051-316-0513","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3390000","PHMG120223390023047000023","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","이마트24 사상모라점","-","부산광역시 사상구 모라동 ***-**","46921","부산광역시 사상구 사상로***번길 **, *층 (모라동)","20220208","-","-","-","-","영업/정상","영업중","380790.70284971","189533.92826565","20220208181321","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3390000","PHMG120223390023047000022","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","CU감전굿모닝점","-","부산광역시 사상구 감전동 ***-** 농심가","46980","부산광역시 사상구 새벽시장로 **, *층 (감전동)","20220208","-","-","-","-","영업/정상","영업중","380444.984469159","185811.456444337","20220208181258","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3390000","PHMG120223390023047000021","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","GS25괘법LH점","-","부산광역시 사상구 괘법동 ***-*","46963","부산광역시 사상구 낙동대로****번길 **, A동 *층 (괘법동)","20220208","-","-","-","-","영업/정상","영업중","380406.946618743","187110.141121097","20220208181241","-","051-315-4177","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3390000","PHMG120223390023047000020","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","GS25괘법세롬점","-","부산광역시 사상구 괘법동 ***-**","46974","부산광역시 사상구 새벽로***번길 **, *층 (괘법동)","20220208","-","-","-","-","영업/정상","영업중","380839.215769608","186226.227549098","20220208181222","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3390000","PHMG120223390023047000019","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","GS25 학장공단점","-","부산광역시 사상구 학장동 ***-*","47021","부산광역시 사상구 가야대로***번길 **, *층 (학장동)","20220208","-","-","-","-","영업/정상","영업중","381378.321022615","185077.480128253","20220208181201","-","051-324-5572","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3390000","PHMG120223390023047000018","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","씨유부산사상점","-","부산광역시 사상구 괘법동 ***-* 홀인원골프","46962","부산광역시 사상구 사상로***번길 **, A동 *호 (괘법동)","20220208","-","-","-","-","영업/정상","영업중","380396.800684103","186914.246920492","20220208181140","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3390000","PHMG120223390023047000017","01_02_03_P","I","2022-02-10 00:22:48.0","의료기기판매(임대)업","GS25 사상동궁점","-","부산광역시 사상구 엄궁동 ***-**","47044","부산광역시 사상구 엄궁로 **, *층 (엄궁동)","20220208","-","-","-","-","영업/정상","영업중","379803.576122021","182243.666320235","20220208181109","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3300000","PHMG120183300024047000014","01_02_03_P","U","2022-02-09 02:40:00.0","의료기기판매(임대)업","MJ컴퍼니","-","부산광역시 동래구 안락동 ***번지 *호","47791","부산광역시 동래구 명안로**번길 ** (안락동)","20180319","20220207","-","-","-","폐업","폐업","391748.080652874","190765.930608592","20220207174820","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3380000","PHMG119973380023047000001","01_02_03_P","U","2022-02-09 02:40:00.0","의료기기판매(임대)업","에이-원이(e)덴탈","-","부산광역시 수영구 광안동 ****-**","48244","부산광역시 수영구 연수로***번길 **, *층 (광안동)","19970326","-","-","-","-","영업/정상","영업중","392128.994553778","187396.104038406","20220207151502","-","051-757-4849","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3390000","PHMG120153390023047000025","01_02_03_P","U","2022-02-09 02:40:00.0","의료기기판매(임대)업","CU주례대로점","-","부산광역시 사상구 주례동 ***번지 **호","47001","부산광역시 사상구 가야대로 *** (주례동)","20150828","20220207","-","-","-","폐업","폐업","381951.875617246","185290.0829261","20220207094630","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3250000","PHMB220223250021082200001","01_02_01_P","U","2022-02-09 02:40:00.0","안경업","BS안경점","-","부산광역시 중구 남포동6가 63 서라벌빌딩","48981","부산광역시 중구 구덕로 90, 서라벌빌딩 5층 504호 (남포동6가)","20220114","-","-","-","-","영업/정상","영업중","384670.317658138","179489.435069922","20220207131407","-","051-902-7688","0","-","-","-","-","1","0","-","-","-","1","-","0","-","-","-","1","0","-","-","-","-","42","0","-","-","-","0","-"
"3400000","PHMG120223400013047000008","01_02_03_P","I","2022-02-09 00:22:39.0","의료기기판매(임대)업","씨유 기장대라원룸점","-","부산광역시 기장군 기장읍 대라리 ***-*","46069","부산광역시 기장군 기장읍 차성로***번길 *","20220204","-","-","-","-","영업/정상","영업중","401348.486429924","195603.305933732","20220207150916","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3370000","PHMG120223370022047000003","01_02_03_P","I","2022-02-09 00:22:39.0","의료기기판매(임대)업","하오이","-","부산광역시 연제구 연산동 ***-**","47603","부산광역시 연제구 월드컵대로 **-*, *층 (연산동)","20220128","-","-","-","-","영업/정상","영업중","389913.508960435","188371.693129501","20220207161134","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3300000","PHMG120223300024047000018","01_02_03_P","I","2022-02-09 00:22:39.0","의료기기판매(임대)업","더조은메디칼","-","부산광역시 동래구 명장동 ***-* 훈창빌딩","47766","부산광역시 동래구 반송로 ***, 훈창빌딩 *층 ***호 (명장동)","20210106","-","-","-","-","영업/정상","영업중","391625.172390085","192123.455547009","20220207162030","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3390000","PHMG120223390023047000004","01_02_03_P","I","2022-02-09 00:22:39.0","의료기기판매(임대)업","선영NNR","-","부산광역시 사상구 주례동 ***-*","47017","부산광역시 사상구 주례로 ***, 상가*동 지하층 *호 (주례동)","20190805","-","-","-","-","영업/정상","영업중","382696.80654055","184731.028529187","20220207181312","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3310000","PHMG120223310024047000021","01_02_03_P","I","2022-02-09 00:22:39.0","의료기기판매(임대)업","gs25 부산문현로점","-","부산광역시 남구 문현동 ***-** GS**","48417","부산광역시 남구 문현로 **, GS** *층 (문현동)","20220204","-","-","-","-","영업/정상","영업중","388827.178027798","184459.002571004","20220207094841","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3310000","PHMG120223310024047000019","01_02_03_P","I","2022-02-09 00:22:39.0","의료기기판매(임대)업","GS25 감만점","-","부산광역시 남구 감만동 ***-* 오신근소아과","48551","부산광역시 남구 홍곡로 **, 오신근소아과 *층 (감만동)","20220204","-","-","-","-","영업/정상","영업중","389721.01850537","181632.426354221","20220207094818","-","051-633-1141","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3310000","PHMG120223310024047000018","01_02_03_P","I","2022-02-09 00:22:39.0","의료기기판매(임대)업","세븐일레븐 부산용호로점","-","부산광역시 남구 용호동 ***-* KPM메티컬빌딩","48591","부산광역시 남구 용호로 ***, KPM메티컬빌딩 *층 ***호 (용호동)","20220204","-","-","-","-","영업/정상","영업중","392410.956004706","181441.71629432","20220207094803","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3310000","PHMG120223310024047000017","01_02_03_P","I","2022-02-09 00:22:39.0","의료기기판매(임대)업","Gs25 대우그린점","-","부산광역시 남구 대연동 ***-* 대우그린*차아파트","48427","부산광역시 남구 황령대로***번가길 ***, 대우그린상가동 ***호 (대연동, 대우그린*차아파트)","20220204","-","-","-","-","영업/정상","영업중","390358.636764983","185536.271060188","20220207094653","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3310000","PHMG120223310024047000016","01_02_03_P","I","2022-02-09 00:22:39.0","의료기기판매(임대)업","씨유경성대센츄리점","-","부산광역시 남구 대연동 **-* ** 센츄리시티 오피스텔","48508","부산광역시 남구 수영로 ***, ** 센츄리시티 오피스텔 ***호 (대연동)","20220204","-","-","-","-","영업/정상","영업중","391411.212179843","184052.409245407","20220207094538","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3270000","PHMG120223270022047000017","01_02_03_P","I","2022-02-09 00:22:39.0","의료기기판매(임대)업","에스에이치글로벌","-","부산광역시 동구 수정동 ***-* 행복빌라","48782","부산광역시 동구 수정로 **, *층 ***호 (수정동, 행복빌라)","20220204","-","-","-","-","영업/정상","영업중","386037.336408907","183122.821386846","20220207175155","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3270000","PHMG120223270022047000016","01_02_03_P","I","2022-02-09 00:22:39.0","의료기기판매(임대)업","씨유초량지원더뷰점","-","부산광역시 동구 초량동 ****-*","48792","부산광역시 동구 고관로 **, 초량지원더뷰시티 지하*층 B***호 (초량동)","20220204","-","-","-","-","영업/정상","영업중","386216.130045447","182341.616806151","20220207170542","-","051-464-6444","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3270000","PHMG120223270022047000015","01_02_03_P","I","2022-02-09 00:22:39.0","의료기기판매(임대)업","GS25동구부산역점","-","부산광역시 동구 초량동 ****-* 한국교직원공제회 부산회관","48821","부산광역시 동구 중앙대로 ***, 한국교직원공제회 부산회관 (초량동)","20220204","-","-","-","-","영업/정상","영업중","385885.652834827","181374.673098149","20220207170352","-","051-462-6540","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3270000","PHMG120223270022047000013","01_02_03_P","I","2022-02-09 00:22:39.0","의료기기판매(임대)업","GS25범양레우스점","-","부산광역시 동구 초량동 **** 범양레우스 센트럴베이","48795","부산광역시 동구 초량중로 ***, 상가동동 지하*층 B***,***호 (초량동, 범양레우스 센트럴베이)","20220204","-","-","-","-","영업/정상","영업중","385963.605834446","182178.659976853","20220207170139","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3270000","PHMG120223270022047000012","01_02_03_P","I","2022-02-09 00:22:39.0","의료기기판매(임대)업","이마트24초량상해점","-","부산광역시 동구 초량동 ***-*","48818","부산광역시 동구 중앙대로***번길 **(초량동)","20220204","-","-","-","-","영업/정상","영업중","385738.976461691","181306.612523956","20220207165405","-","051-468-8581","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3270000","PHMG120223270022047000011","01_02_03_P","I","2022-02-09 00:22:39.0","의료기기판매(임대)업","GS25부산범일점","-","부산광역시 동구 범일동 ***-*** ST빌딩","48739","부산광역시 동구 조방로**번길 *, ST빌딩 (범일동)","20220204","-","-","-","-","영업/정상","영업중","387814.268194495","184253.257798864","20220207174301","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3270000","PHMG120223270022047000009","01_02_03_P","I","2022-02-09 00:22:39.0","의료기기판매(임대)업","GS25동구수정점","-","부산광역시 동구 수정동 ***-*","48790","부산광역시 동구 수정로 **, *층 (수정동)","20220204","-","-","-","-","영업/정상","영업중","386388.946979911","182863.470543479","20220207164921","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3400000","PHMG120223400013047000010","01_02_03_P","I","2022-02-09 00:22:39.0","의료기기판매(임대)업","지에스25 기장교리유림점","-","부산광역시 기장군 기장읍 교리 ***-*","46055","부산광역시 기장군 기장읍 차성동로***번길 **, *층 A호","20220204","-","-","-","-","영업/정상","영업중","401936.872965984","197108.678580675","20220207151327","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3400000","PHMG120223400013047000011","01_02_03_P","I","2022-02-09 00:22:39.0","의료기기판매(임대)업","GS25 기장한길점","-","부산광역시 기장군 기장읍 청강리 ***-* 해리빌라","46081","부산광역시 기장군 기장읍 대변로 **, *층 (해리빌라)","20220204","-","-","-","-","영업/정상","영업중","401869.736837269","195075.465785415","20220207151401","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
